,ID,OPSHEET ID,SITE NO,SITE,DATE,MUNICIPALITY,BUS PRIORITY
773,774,2715_image033.png,2715.0,MILLEARA ROAD / KEILOR PARK DRIVE,2018-08-14 00:00:00,MOONEE VALLEY,"42, J | REFERENCE CORNER, >, SG4 is a 3-aspect (R/V/G) fully controlled right turn, SG6 is a 3-aspect bus display (R/Y/W), SG7 is a standard 3-aspect (R/Y/G) display, SG8 is a single emergency (W) display"
774,775,2715_image193.png,2715.0,MILLEARA ROAD / KEILOR PARK DRIVE,2018-08-14 00:00:00,MOONEE VALLEY,BUS
775,776,2715_image198.png,2715.0,MILLEARA ROAD / KEILOR PARK DRIVE,2018-08-14 00:00:00,MOONEE VALLEY,BUS
776,777,2715_image201.png,2715.0,MILLEARA ROAD / KEILOR PARK DRIVE,2018-08-14 00:00:00,MOONEE VALLEY,"JJ, +, a, BUS"
777,778,2726_image023.gif,2726.0,"MILLEARA
  RD / BUCKLEY ST",2010-09-16 00:00:00,MOONEE VALLEY,"Signal Group 8, 1. SGBis conditional on SG13 in Fé late start and introduces at the start of Fb minimum green., Signal Group 13, 1. IE SG13is demanded prior to Fd, then introduce SG13 at the start of the phase late start and terminate, SG13 after its minimum green (Special Purpose Timesetting No. 11)., 2.  SG13 uses Dd yellow in Fb, 3,  SG13 is controlled by Special Movement Timesetting No. 3 in F}. Dd special all red timesetting is, substituted for Special Movement Timesetting No. 3., PEDESTRIAN GROUP OPERATION, Pedestrian 1, 1. Picalls Ap, 2. Pl can introduce at anytime during G2 and at the start of Ad, and can overlap G2}., 8, In Master P1 can introduce at any time in Ad while XSF1 is set, Pedestrian 2, 1. P2calls Ad, 2.  P2.can introduce at anytime during G3} and at the start of Ad, and can overlap G3}., B, In Master P2 can introduce at any time in Ad while XSF2 is set, Pedestrian 3, 1. PB calls Ed, 2. 3 can introduce at anytime in Dé and at the start of Ed and can overlap DoE, Pedestrian 4, 1. PA calls Fo., 2, P4 can introduce at the start of Fo., 8, Late start P4 in Fp if SG13 runs in Fé late start, PHASE OPERATION., F Phase, 1. Fo late start is set up to accommodate SG13 minimum green, yellow and red., 2. Expire Fé late start when SG13 is not demanded., B, Expire Fé late start when SG13 all red has expired., DETECTOR OPERATION, General, Clear vebicle demands durine associated chase oreen and vell:, Detector 4, 1. Clear demand for Bp and Go from detector 4 during SG5 green and yellow,, Detector 8, 1. Clear demand for Cp and G6 from detector 8 during SG6 green and yellow,, Detector 15, 1. Detector 15 places non-locking calls for $G13 in Dd and Fo., 2. Clear demands for SG13 from detector 15 during SG13 green and yellow., B, IE detector 15 is ON for the time in Special Purpose Timesetting No. 12, call D@ but ignore bus call, (SG13) in Fé until detector 15 changes state from OFF to ON."
778,779,2727_image090.gif,2727.0,KEILOR ROAD NR BIRDWOOD STREET,2014-11-20 00:00:00,MOONEE VALLEY,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
779,780,2755_image086.png,2755.0,BOORAN ROAD NR MIRIAM STREET,2017-05-16 00:00:00,GLEN EIRA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
780,781,2775_image087.gif,2775.0,DAVISSON STREET NR WEDGE STREET,2015-11-05 00:00:00,WHITTLESEA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
781,782,2784_image070.gif,2784.0,PAISLEY STREET NR FRENCH STREET,2015-06-24 00:00:00,MARIBYRNONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
782,783,2785_image068.png,2785.0,"HIGH STREET 
  NR COULSTOCK STREET",2016-05-23 00:00:00,WHITTLESEA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
783,784,2812_image185.png,2812.0,COOPER STREET / GATEWAY BOULEVARD,2014-01-15 00:00:00,WHITTLESEA,CONDITIONAL ON BUS DEMAND
784,785,2812_image215.png,2812.0,COOPER STREET / GATEWAY BOULEVARD,2014-01-15 00:00:00,WHITTLESEA,BUS
785,786,2812_image216.png,2812.0,COOPER STREET / GATEWAY BOULEVARD,2014-01-15 00:00:00,WHITTLESEA,BUS
786,787,2812_image217.gif,2812.0,COOPER STREET / GATEWAY BOULEVARD,2014-01-15 00:00:00,WHITTLESEA,"C1, jt], T, BUS, c2, i, fir, Bus"
787,788,2818_image206.png,2818.0,COOPER STREET / SCANLON DRIVE,2014-04-24 00:00:00,WHITTLESEA,BUS
788,789,2818_image223.png,2818.0,COOPER STREET / SCANLON DRIVE,2014-04-24 00:00:00,WHITTLESEA,BUS
789,790,2830_image007.png,2830.0,DONCASTER ROAD / HIGH STREET,2012-09-21 00:00:00,MANNINGHAM,"SG3.& SG13 are 4-aspect [3-aspect circles and I-aspect (G), right turn] displays., SG4 8 SG14 are 3-aspect [R/V /G} fully controlled right turns., SG5 is a 3-aspect (R/¥ /G} fully controlled left turn., SGé is. a 2-aspect (R/Y] partially controlled left tum., SG7 is a 1-aspect (W) bus display., SG13* is a2-aspect [Y/G] partially controlled left tum., Special Output No. | connect to Detector 23 at 2828., Special Output No.2 operates audio tactiles."
790,791,2830_image108.png,2830.0,DONCASTER ROAD / HIGH STREET,2012-09-21 00:00:00,MANNINGHAM,BUS LANE
791,792,2830_image117.png,2830.0,DONCASTER ROAD / HIGH STREET,2012-09-21 00:00:00,MANNINGHAM,"Detectors 17, 18, 19, 20 & 21 are Pedestrian Push Buttons, Detector 12is connected to Special QutputNoa. 1 at 2828, Detector 14 is connected to Special QutputNa. 2 at 2828, Detectors 12 & 15 are Bus Detectors"
792,793,2830_image158.png,2830.0,DONCASTER ROAD / HIGH STREET,2012-09-21 00:00:00,MANNINGHAM,"SG3 is conditional on SG7 (bus) demand, SG5is conditional on P3 demand, SG6is conditional on P4 demand, Refer to Page 4/2 regarding special, operation when XSF10is set"
793,794,2839_image099.png,2839.0,CAMBERWELL ROAD NR EVANS PLACE,2017-11-28 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
794,795,2853_image104.gif,2853.0,GORDON STREET NR OWEN STREET,2014-04-11 00:00:00,MARIBYRNONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
795,796,2865_image271.png,2865.0,MELROSE DR/DROMANA AV/MATTHEWS AV,2016-12-06 00:00:00,MOONEE VALLEY,CONDITIONAL ON BUS
796,797,2865_image274.png,2865.0,MELROSE DR/DROMANA AV/MATTHEWS AV,2016-12-06 00:00:00,MOONEE VALLEY,*CONDITIONAL ON BUS
797,798,2865_image300.png,2865.0,MELROSE DR/DROMANA AV/MATTHEWS AV,2016-12-06 00:00:00,MOONEE VALLEY,BUS
798,799,2865_image326.png,2865.0,MELROSE DR/DROMANA AV/MATTHEWS AV,2016-12-06 00:00:00,MOONEE VALLEY,BUS
799,800,2867_image040.png,2867.0,MELROSE DR/MALVERN AVE/WRR EXIT,2016-06-01 00:00:00,MORELAND,"SG8 & SG9 are 3-aspect (R/Y/G) fully controlled right turns, SG8""is a 2-aspect (Y/G) partially controlled left turn, $610 & SG11 are 2-aspect (Y/G) partially controlled right turns, SG12is a 1-aspect (G) left tun, $G13is a 2-aspect (G) left turn / (W) bus display, SG14is a 1-aspect (W) bus display, $615 and SG16 are for future use"
800,801,2867_image207.png,2867.0,MELROSE DR/MALVERN AVE/WRR EXIT,2016-06-01 00:00:00,MORELAND,"BUS, LANE"
801,802,2867_image248.png,2867.0,MELROSE DR/MALVERN AVE/WRR EXIT,2016-06-01 00:00:00,MORELAND,* Conditional on Bus. Refer to General Notes (Pg 4/1)
802,803,2867_image273.png,2867.0,MELROSE DR/MALVERN AVE/WRR EXIT,2016-06-01 00:00:00,MORELAND,BUS
803,804,2867_image345.png,2867.0,MELROSE DR/MALVERN AVE/WRR EXIT,2016-06-01 00:00:00,MORELAND,"105 8, REFERENCE, ‘CORNER, _),, B=, 3 — / 4, /, KP4(20) °, | a, ! 8, —2 / / «, vet, ¥ ', /, %e_ Pui) sv, Pare), ’, 2a— <, 14, —, 1, ', I, ', ' i, YPs21) P319)/, } i, 868 & $69 ore 3-aspect (R/VIG) ily controlled righttums, 'SG8""is 2 2-aspect (Y/G) partially controled leR tun, 'SG108 SG11 are 2-aspect (Y/G) partially controlled righttumns, 7 61 SG'2is a t-aspect (6) ett tun, SG'3is a 2-aspect (6) left tun /(W)bus display, 'SG14is a t-aspect (W) bus display, 8615 and SG 18 are for future use"
804,805,2867_image350.png,2867.0,MELROSE DR/MALVERN AVE/WRR EXIT,2016-06-01 00:00:00,MORELAND,* Conditional on Bus. Referto General Notes (Pg 4/1)
805,806,2867_image351.png,2867.0,MELROSE DR/MALVERN AVE/WRR EXIT,2016-06-01 00:00:00,MORELAND,"4, >, B17), <>, T, y, (, EC, 2 os?, P4117), EC, >, 4, BBS, 1B], > sul, NY, BUS"
806,807,2869_image032.png,2869.0,MICKLEHAM RD/RYLANDES DR/WESTERN AV,2015-04-21 00:00:00,HUME,"SG5 & SG6 are 3-aspect (R/Y/G) fully-controlled right turns, SG6*, SG7 & SG8 are 2-aspect (Y/G) partially-controlled turns, SGQis a 2-aspect (R/Y) partially-controlled left turn, SG11 is a 1-aspect bus and bike display, SG12is a 1-aspect bus display, Relay Output 1 display in Fire Station"
807,808,2869_image138.png,2869.0,MICKLEHAM RD/RYLANDES DR/WESTERN AV,2015-04-21 00:00:00,HUME,"BUS, LANE"
808,809,2869_image182.png,2869.0,MICKLEHAM RD/RYLANDES DR/WESTERN AV,2015-04-21 00:00:00,HUME,"* Conditional on bus movement, ** Note: E@ is both a vehicle activated phase and an emergency phase, + Conditonal on pedestrian demand"
809,810,2871_image034.png,2871.0,"MICKLEHAM ROAD/GLADSTONE PARK DRIVE/INTERNATIONAL
  DRIVE",2014-02-19 00:00:00,HUME,"SG5 and SG6 are 3-aspect (R/Y/G) fully controlled right turns, SG7 is a 3-aspect (R/Y/G) partially controlled right turn (conditional red), SG8 is a 3-aspect (R/Y/G) partially controlled left turn (conditional red), SG9is a single-aspect (W) bus display and a single-aspect (G) bicycle display, SG10is a 3-aspect (R/YMW) bus display and a single-aspect (G) bicycle, display"
810,811,2871_image143.png,2871.0,"MICKLEHAM ROAD/GLADSTONE PARK DRIVE/INTERNATIONAL
  DRIVE",2014-02-19 00:00:00,HUME,"Bus, LANE:"
811,812,2871_image220.png,2871.0,"MICKLEHAM ROAD/GLADSTONE PARK DRIVE/INTERNATIONAL
  DRIVE",2014-02-19 00:00:00,HUME,"A | L, ei L, 10 p2(14) >, 2—>, —-7 & Xt, ——1, £13), Tr * Conditional on bus demand., PIVOT ™ Conditional on P3 demand., Refer to General Notes., B I fl E | L, FA i, — OO 5 9! TL, — —, P4(16)|, < Ps) Vv, ir’ Ul, Cc I L F ;, — Ih, 2——— sj | | “1 P3(15), —> x 1 1T_, -— Patio oe J —, ""TE, Tr, D | L G1 8 G2 } G3 LL, | | a, p14) >, (———- ‘a 4 ——, J x —\ | a NX LLe TL, <1 — —i Le, 9 <-— 3, _ < tls, [ws |] TF If"
812,813,2872_image083.gif,2872.0,MICKLEHAM ROAD NR TANGEMERE AVENUE,2016-01-20 00:00:00,HUME,"© Standard - for Tram/Bus or Congestion treatment, | High - for Pedestrian priority"
813,814,2876_image029.png,2876.0,BALLARAT ROAD/CORNWALL ROAD,2015-02-18 00:00:00,BRIMBANK,"DETSNo. 11 & 12 are bus detectors., DETSNo. 13- 15 are pedestrian push buttons."
814,815,2876_image068.png,2876.0,BALLARAT ROAD/CORNWALL ROAD,2015-02-18 00:00:00,BRIMBANK,"JL} -, If, BUS EXT"
815,816,2876_image070.gif,2876.0,BALLARAT ROAD/CORNWALL ROAD,2015-02-18 00:00:00,BRIMBANK,"Jl}, BUS EXT"
816,817,2878_image010.png,2878.0,KEILOR PARK DRIVE/WRR NB RAMPS,2018-06-04 00:00:00,BRIMBANK,"SG4 and SG5 are 3-aspect (R/Y/G) fully-controlled turns., SGQis a 3-aspect (R/Y/W) bus display., SG6, SG7 and SG8 drive pedestrian and bicycle lanterns., RC1 signs for closure of WRR Entry Ramp for northtbound, traffic are controlled by STREAMS."
817,818,2878_image087.png,2878.0,KEILOR PARK DRIVE/WRR NB RAMPS,2018-06-04 00:00:00,BRIMBANK,"Bus, Lane"
818,819,2878_image125.png,2878.0,KEILOR PARK DRIVE/WRR NB RAMPS,2018-06-04 00:00:00,BRIMBANK,"BUS, \, AN"
819,820,2878_image140.png,2878.0,KEILOR PARK DRIVE/WRR NB RAMPS,2018-06-04 00:00:00,BRIMBANK,"\, RCIsign, , \ ®, \ REFERENCE CORNER, an, we P38) 7, wer \P27), RC1 sign, SG4 and SG6 are 3-aspect (R/Y/G) fully-controlled turns., SG9is a 3-aspect (R/V/W) bus display., 4 $G6, SG7 and SG8 drive pedestrian and bicycle lanterns., RC1 signs for closure of WRR Entry Ramp for northtbound, traffic are controlled by STREAMS,"
820,821,2878_image148.png,2878.0,KEILOR PARK DRIVE/WRR NB RAMPS,2018-06-04 00:00:00,BRIMBANK,"D3., D2, D1, BUS"
821,822,2884_image066.png,2884.0,"MATTHEWS AVENUE 
  NR HART STREET",2018-05-14 00:00:00,MOONEE VALLEY,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
822,823,2898_image027.png,2898.0,WEST GATE FWY TODD RD RAMPS/PROHASKY ST,2017-06-29 00:00:00,PORT PHILLIP,"SG3is a 4-aspect (R/Y/G/G) display, SG5is a 1-aspect (W) bus display"
823,824,2898_image212.png,2898.0,WEST GATE FWY TODD RD RAMPS/PROHASKY ST,2017-06-29 00:00:00,PORT PHILLIP,"REFERENCE, ‘CORNER, a 4-aspect (R/V/GIG) display, SG, 3 SGSis a t-aspect (W)bus display, >, ~ “Puat) >, P2(12), 10, 1, 1, 1, |, |, | +—se, v, $G9 and SG10 are 3-aspect (R/VIG), fully-controlledturns, SG8* and SG10* are 2-aspect (Y/G), partially-controlled turns"
824,825,2902_image150.png,2902.0,EXHIBITION STREET/ LONSDALE STREET,2016-11-07 00:00:00,MELBOURNE,BUS
825,826,2904_image118.png,2904.0,SWANSTON STREET/LONSDALE STREET,2014-03-19 00:00:00,MELBOURNE,BUS LANE
826,827,2904_image119.png,2904.0,SWANSTON STREET/LONSDALE STREET,2014-03-19 00:00:00,MELBOURNE,BUS LANE
827,828,2904_image152.png,2904.0,SWANSTON STREET/LONSDALE STREET,2014-03-19 00:00:00,MELBOURNE,BUS LANE
828,829,2905_image077.gif,2905.0,LONSDALE STREET NR ST FRANCIS,2014-02-20 00:00:00,MELBOURNE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
829,830,2910_image029.png,2910.0,"SPENCER STREET/ LONSDALE STREET/ CAR PARK ACCESS
  ROAD",2014-12-03 00:00:00,MELBOURNE,"SG5 and SG6 are 3-aspect (R/Y/G) partially controlled right turns, (conditional red), SG7 and SG8 are 3-aspect (R/Y/G) fully controlled right turns, SG5*is a 2-aspect (Y/G) partially controlled left turn, SG9is a single-aspect (R) tram display, SG12is a 3-aspect (R/V) bus display, $G19 is a 2-aspect (Y/G) partially-controlled turn"
830,831,2910_image043.png,2910.0,"SPENCER STREET/ LONSDALE STREET/ CAR PARK ACCESS
  ROAD",2014-12-03 00:00:00,MELBOURNE,BUS LANE
831,832,2910_image147.png,2910.0,"SPENCER STREET/ LONSDALE STREET/ CAR PARK ACCESS
  ROAD",2014-12-03 00:00:00,MELBOURNE,"Bus, LANE:"
832,833,2918_image042.png,2918.0,"VICTORIA STREET/ LA TROBE STREET/ VICTORIA PARADE/
  SPRING STREET",2015-06-11 00:00:00,MELBOURNE,"SG6is a 3-aspect (R/Y/G) fully controlled left turn., SG7 & SG8 are 3-aspect (R/Y/W) bus displays., SGQis a 2-aspect (R/Y) partially-controlled left turn., SG10, SG11 and SG12 are 3-aspect (R/Y/W) tram, displays."
833,834,2918_image213.png,2918.0,"VICTORIA STREET/ LA TROBE STREET/ VICTORIA PARADE/
  SPRING STREET",2015-06-11 00:00:00,MELBOURNE,"Bus, LANE"
834,835,2918_image214.png,2918.0,"VICTORIA STREET/ LA TROBE STREET/ VICTORIA PARADE/
  SPRING STREET",2015-06-11 00:00:00,MELBOURNE,"Bus, LANE:"
835,836,2918_image215.png,2918.0,"VICTORIA STREET/ LA TROBE STREET/ VICTORIA PARADE/
  SPRING STREET",2015-06-11 00:00:00,MELBOURNE,"Bus, LANE:"
836,837,2933_image028.png,2933.0,VICTORIA PARADE / CLARENDON STREET,2015-07-15 00:00:00,MELBOURNE,"SG6is a 2-aspect (Y/G) partially-controlled left turn, SG7 is a 3-aspect (R/Y/G) fully-controlled right turn, SG8 & SG9 are 3-aspect (R/Y/W) tram displays, SG10is a 1-aspect (W) bus display"
837,838,2933_image151.png,2933.0,VICTORIA PARADE / CLARENDON STREET,2015-07-15 00:00:00,MELBOURNE,Bus Lane
838,839,2933_image155.png,2933.0,VICTORIA PARADE / CLARENDON STREET,2015-07-15 00:00:00,MELBOURNE,Bus Lane
839,840,2933_image166.png,2933.0,VICTORIA PARADE / CLARENDON STREET,2015-07-15 00:00:00,MELBOURNE,Bus Lane
840,841,2933_image281.png,2933.0,VICTORIA PARADE / CLARENDON STREET,2015-07-15 00:00:00,MELBOURNE,TRAM/ BUS
841,842,2942_image078.gif,2942.0,UPPER HEIDELBERG ROAD NR KENILWORTH PARADE,2016-02-09 00:00:00,BANYULE,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
842,843,2946_image142.gif,2946.0,BELL STREET NR PLUNKETT STREET,2015-05-05 00:00:00,BANYULE,"© Standard - for Tram/Bus or Congestion treatment, = High - for Pedestrian priority"
843,844,2955_image065.png,2955.0,"HUNTINGDALE ROAD / HUNTINGDALE STATION BUS
  INTERCHANGE",2018-01-09 00:00:00,MONASH,"Bus, Only"
844,845,2955_image072.png,2955.0,"HUNTINGDALE ROAD / HUNTINGDALE STATION BUS
  INTERCHANGE",2018-01-09 00:00:00,MONASH,"HUNTINGDALE, STATION BUS, INTERCHANGE"
845,846,2969_image013.gif,2969.0,"KINGS
  ROAD / CALDER FWY BENDIGO BOUND RAMPS",2011-11-30 00:00:00,BRIMBANK,BUS
846,847,2972_image098.gif,2972.0,VICTORIA ROAD NR CLARKE STREET,2014-09-16 00:00:00,DAREBIN,"@ Standard -for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
847,848,2986_image100.gif,2986.0,WILLIAMS ROAD NR MURRAY STREET,2015-01-22 00:00:00,STONNINGTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
848,849,2991_image088.gif,2991.0,MELROSE DRIVE NR MICKLEHAM ROAD,2016-01-21 00:00:00,HUME,"© Standard - for Tram/Bus or Congestion treatment, | High - for Pedestrian priority"
849,850,2012_image128.png,2012.0,BURWOOD HIGHWAY / HIGH STREET ROAD / LEWIS ROAD,2015-07-20 00:00:00,KNOX,"Detectors 16 & 17 are bus detectors, Detectors 20-> 22 are pedestrian push, buttons"
850,851,2012_image164.png,2012.0,BURWOOD HIGHWAY / HIGH STREET ROAD / LEWIS ROAD,2015-07-20 00:00:00,KNOX,qT BUS @
851,852,2012_image167.png,2012.0,BURWOOD HIGHWAY / HIGH STREET ROAD / LEWIS ROAD,2015-07-20 00:00:00,KNOX,qT BUS @
852,853,2018_image017.gif,2018.0,"BURWOOD
  HWY / BUNNINGS ACCESS RD",2009-01-06 00:00:00,WHITEHORSE,BUS
853,854,2022_image016.gif,2022.0,"STUD
  ROAD / ACCESS ROAD",2008-07-17 00:00:00,KNOX,Bus
854,855,2030_image077.gif,2030.0,ROOKS ROAD NR STATION STREET,2013-11-01 00:00:00,WHITEHORSE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
855,856,2045_image202.png,2045.0,DONNYBROOK ROAD / POLARIS ROAD,2017-09-01 00:00:00,HUME,BUS
856,857,2045_image241.png,2045.0,DONNYBROOK ROAD / POLARIS ROAD,2017-09-01 00:00:00,HUME,CONDITIONAL ON BUS DEMAND
857,858,2046_image007.png,2046.0,DONCASTER ROAD / HERITAGE  BOULEVARD / PETTYS LANE,2015-08-03 00:00:00,MANNINGHAM,"NOTES:, 1. SG5 & SG6 are 3-aspect (R/V/G) fully-controlled right, turns, 2. SG3* is a 2-aspect (Y/G) partially controlled left turn, 3. SG7 & SG8 are a t-aspect (W) bus displays"
858,859,2046_image135.png,2046.0,DONCASTER ROAD / HERITAGE  BOULEVARD / PETTYS LANE,2015-08-03 00:00:00,MANNINGHAM,"a, wm, fF, <_—— 7, BUS @"
859,860,2046_image138.png,2046.0,DONCASTER ROAD / HERITAGE  BOULEVARD / PETTYS LANE,2015-08-03 00:00:00,MANNINGHAM,"m, BUS @"
860,861,2048_image113.gif,2048.0,GLEN HUNTLY ROAD NR HOPETOUN STREET,2016-05-10 00:00:00,GLEN EIRA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
861,862,2107_image013.gif,2107.0,"QUEENS
  PARADE / RUSHALL CRESCENT",2004-12-13 00:00:00,YARRA,"5, 8, TL, fe, BUS @"
862,863,2107_image016.gif,2107.0,"QUEENS
  PARADE / RUSHALL CRESCENT",2004-12-13 00:00:00,YARRA,"5, —, =, fe, BUS @"
863,864,2206_image144.png,2206.0,MAROONDAH HIGHWAY / STATION STREET,2016-08-19 00:00:00,WHITEHORSE,"Detectors 25 to 29 are pedestrian push buttons., Detector 19is a wheel chair loop, Detector 17 is a queue/ Bus loop, Detector 18is a Bus Loops"
864,865,2206_image220.png,2206.0,MAROONDAH HIGHWAY / STATION STREET,2016-08-19 00:00:00,WHITEHORSE,"le, E, @ PEDESTAL 1, Sok, Detectors 25to 29 are pedestian push buttons, Detector 19is a wheel chairloop, = Detector 17is a queue /Bus loop, Detector 18is a Bus Loops"
865,866,2211_image065.gif,2211.0,STATION STREET NR PAISLEY STREET,2013-06-11 00:00:00,WHITEHORSE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
866,867,2221_image093.png,2221.0,MOLAN STREET NR NEWMAN STREET,2018-06-15 00:00:00,MAROONDAH,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
867,868,2297_image092.gif,2297.0,CARLISLE STREET NR CHAPEL STREET,2013-05-27 00:00:00,PORT PHILLIP,"@ Standard -for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
868,869,2303_image020.png,2303.0,ST KILDA ROAD/BARKLY STREET,2014-06-06 00:00:00,PORT PHILLIP,"SG31S A 3-ASPECT (R/Y/W) TRAM DISPLAY., SG7 IS A 3-ASPECT (R/Y/W) BUS DISPLAY., SG8 IS A 1-ASPECT (G) BIKE DISPLAY., RELAY OUTPUT 1 DRIVES LED ""WATCH FOR CYCLISTS”., RELAY OUTPUT 2 DRIVES A ""PREPARED TO STOP"" SIGN."
869,870,2303_image155.png,2303.0,ST KILDA ROAD/BARKLY STREET,2014-06-06 00:00:00,PORT PHILLIP,BUS
870,871,2326_image260.png,2326.0,NEPEAN HIGHWAY / BAY ROAD / KAREN STREET,2018-06-05 00:00:00,KINGSTON,"Detectors 18 -> 20, 24 & 30 are Queue Detectors, Detectors 21 -> 22 are Bus Detectors, Detectors 25 -> 29 are Pedestrian Detectors"
871,872,2326_image263.png,2326.0,NEPEAN HIGHWAY / BAY ROAD / KAREN STREET,2018-06-05 00:00:00,KINGSTON,"Detectors 18 > 20, 24 & 30 are Queue Detectors, Detectors 21 -> 22'are Bus Detect, Detectors 25 > 29 are Pedestrian Detectors, PEDESTAL 1 ®@, HIGHWAY, Controller"
872,873,3395_image036.png,3395.0,PUNT ROAD/ALEXANDRA AVENUE,2015-02-24 00:00:00,MELBOURNE,"SG3 & SG4 are 4-aspect (R/Y/G/G) lanterns., SG5is a 2-aspect (Y/G) partially controlled left turn., SG6is a single aspect (VW) Bus lantern., SG7 is a 3 aspect (R/Y/G) partially controlled left, turn (conditional red)"
873,874,3395_image203.png,3395.0,PUNT ROAD/ALEXANDRA AVENUE,2015-02-24 00:00:00,MELBOURNE,BUS
874,875,3395_image231.png,3395.0,PUNT ROAD/ALEXANDRA AVENUE,2015-02-24 00:00:00,MELBOURNE,BUS
875,876,3419_image143.gif,3419.0,MCKINNON ROAD NR GLEN ORME AVENUE,2016-03-04 00:00:00,GLEN EIRA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
876,877,3434_image078.gif,3434.0,BARKLY STREET NR ALBERT STREET,2015-12-10 00:00:00,MARIBYRNONG,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
877,878,3448_image089.png,3448.0,SMITH STREET NR KEELE STREET,2016-06-17 00:00:00,YARRA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
878,879,3469_image072.png,3469.0,POINT COOK ROAD NR TRISTANIA DRIVE,2017-12-27 00:00:00,WYNDHAM,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
879,880,3470_image079.png,3470.0,ALBION STREET NR GRONN PLACE,2017-11-23 00:00:00,MORELAND,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
880,881,3471_image140.png,3471.0,ST KILDA ROAD NR KINGS WAY,2017-10-20 00:00:00,MELBOURNE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
881,882,3507_image139.gif,3507.0,KOROROIT CREEK ROAD NR ADELINE STREET,2013-11-04 00:00:00,HOBSONS BAY,"© Standard - for Tram/Bus or Congestion treatment, > High - for Pedestrian priority"
882,883,3509_image085.png,3509.0,NAPIER STREET NR BREWSTER STREET,2016-11-15 00:00:00,MOONEE VALLEY,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
883,884,3510_image422.png,3510.0,PASCOE VALE RD/MT ALEXANDER RD/ASCOT VALE RD,2016-08-11 00:00:00,MOONEE VALLEY,BUS @
884,885,3510_image435.png,3510.0,PASCOE VALE RD/MT ALEXANDER RD/ASCOT VALE RD,2016-08-11 00:00:00,MOONEE VALLEY,"Areal, Sas, NC,, BI Yoh B2, 7 P5(21), oe 21) 79), ~, vl ‘ at, P —w, TRAM] BUS"
885,886,3511_image012.gif,3511.0,"MT
  ALEXANDER/KELLAWAY/TAYLOR/HOMER",2012-02-10 00:00:00,MOONEE VALLEY,"* Conditional on Bus. Refer to General Notes (pg 4/1),"
